p,n,k,rho,radius_label,radius,relative_radius,center_type,center_parameters,count,method
41,2,1,0.5,d-1,1,0.5,binomial,a=0;b=1;lambda=1,2,subset_interpolation
41,2,1,0.5,d-1,1,0.5,binomial,a=0;b=1;lambda=2,2,subset_interpolation
41,2,1,0.5,d-1,1,0.5,binomial,a=0;b=1;lambda=3,2,subset_interpolation
41,2,1,0.5,d-1,1,0.5,binomial,a=0;b=1;lambda=4,2,subset_interpolation
41,2,1,0.5,d-1,1,0.5,binomial,a=0;b=3;lambda=1,2,subset_interpolation
41,4,1,0.25,johnson,2,0.5,monomial,exponent=10,2,subset_interpolation
41,4,1,0.25,johnson,2,0.5,monomial,exponent=14,2,subset_interpolation
41,4,1,0.25,johnson,2,0.5,monomial,exponent=18,2,subset_interpolation
41,4,1,0.25,johnson,2,0.5,monomial,exponent=2,2,subset_interpolation
41,4,1,0.25,johnson,2,0.5,monomial,exponent=22,2,subset_interpolation
41,4,1,0.25,johnson,2,0.5,binomial,a=0;b=2;lambda=1,2,subset_interpolation
41,4,1,0.25,johnson,2,0.5,binomial,a=0;b=2;lambda=2,2,subset_interpolation
41,4,1,0.25,johnson,2,0.5,binomial,a=0;b=2;lambda=3,2,subset_interpolation
41,4,1,0.25,johnson,2,0.5,binomial,a=0;b=2;lambda=4,2,subset_interpolation
41,4,1,0.25,johnson,2,0.5,binomial,a=2;b=4;lambda=1,2,subset_interpolation
41,4,1,0.25,capacity,3,0.75,monomial,exponent=1,4,subset_interpolation
41,4,1,0.25,capacity,3,0.75,monomial,exponent=11,4,subset_interpolation
41,4,1,0.25,capacity,3,0.75,monomial,exponent=13,4,subset_interpolation
41,4,1,0.25,capacity,3,0.75,monomial,exponent=15,4,subset_interpolation
41,4,1,0.25,capacity,3,0.75,monomial,exponent=17,4,subset_interpolation
41,4,1,0.25,capacity,3,0.75,binomial,a=0;b=1;lambda=1,4,subset_interpolation
41,4,1,0.25,capacity,3,0.75,binomial,a=0;b=1;lambda=2,4,subset_interpolation
41,4,1,0.25,capacity,3,0.75,binomial,a=0;b=1;lambda=3,4,subset_interpolation
41,4,1,0.25,capacity,3,0.75,binomial,a=0;b=1;lambda=4,4,subset_interpolation
41,4,1,0.25,capacity,3,0.75,binomial,a=0;b=3;lambda=1,4,subset_interpolation
41,4,1,0.25,d-1,3,0.75,monomial,exponent=1,4,subset_interpolation
41,4,1,0.25,d-1,3,0.75,monomial,exponent=11,4,subset_interpolation
41,4,1,0.25,d-1,3,0.75,monomial,exponent=13,4,subset_interpolation
41,4,1,0.25,d-1,3,0.75,monomial,exponent=15,4,subset_interpolation
41,4,1,0.25,d-1,3,0.75,monomial,exponent=17,4,subset_interpolation
41,4,1,0.25,d-1,3,0.75,binomial,a=0;b=1;lambda=1,4,subset_interpolation
41,4,1,0.25,d-1,3,0.75,binomial,a=0;b=1;lambda=2,4,subset_interpolation
41,4,1,0.25,d-1,3,0.75,binomial,a=0;b=1;lambda=3,4,subset_interpolation
41,4,1,0.25,d-1,3,0.75,binomial,a=0;b=1;lambda=4,4,subset_interpolation
41,4,1,0.25,d-1,3,0.75,binomial,a=0;b=3;lambda=1,4,subset_interpolation
41,4,2,0.5,johnson,1,0.25,monomial,exponent=0,1,subset_interpolation
41,4,2,0.5,johnson,1,0.25,monomial,exponent=1,1,subset_interpolation
41,4,2,0.5,johnson,1,0.25,monomial,exponent=12,1,subset_interpolation
41,4,2,0.5,johnson,1,0.25,monomial,exponent=13,1,subset_interpolation
41,4,2,0.5,johnson,1,0.25,monomial,exponent=16,1,subset_interpolation
41,4,2,0.5,johnson,1,0.25,binomial,a=0;b=1;lambda=1,1,subset_interpolation
41,4,2,0.5,johnson,1,0.25,binomial,a=0;b=1;lambda=2,1,subset_interpolation
41,4,2,0.5,johnson,1,0.25,binomial,a=0;b=1;lambda=3,1,subset_interpolation
41,4,2,0.5,johnson,1,0.25,binomial,a=0;b=1;lambda=4,1,subset_interpolation
41,4,2,0.5,johnson,1,0.25,binomial,a=0;b=4;lambda=1,1,subset_interpolation
41,4,2,0.5,capacity,2,0.5,monomial,exponent=10,6,subset_interpolation
41,4,2,0.5,capacity,2,0.5,monomial,exponent=11,6,subset_interpolation
41,4,2,0.5,capacity,2,0.5,monomial,exponent=14,6,subset_interpolation
41,4,2,0.5,capacity,2,0.5,monomial,exponent=15,6,subset_interpolation
41,4,2,0.5,capacity,2,0.5,monomial,exponent=18,6,subset_interpolation
41,4,2,0.5,capacity,2,0.5,binomial,a=0;b=2;lambda=1,6,subset_interpolation
41,4,2,0.5,capacity,2,0.5,binomial,a=0;b=2;lambda=2,6,subset_interpolation
41,4,2,0.5,capacity,2,0.5,binomial,a=0;b=2;lambda=3,6,subset_interpolation
41,4,2,0.5,capacity,2,0.5,binomial,a=0;b=2;lambda=4,6,subset_interpolation
41,4,2,0.5,capacity,2,0.5,binomial,a=0;b=3;lambda=1,6,subset_interpolation
41,4,2,0.5,d-1,2,0.5,monomial,exponent=10,6,subset_interpolation
41,4,2,0.5,d-1,2,0.5,monomial,exponent=11,6,subset_interpolation
41,4,2,0.5,d-1,2,0.5,monomial,exponent=14,6,subset_interpolation
41,4,2,0.5,d-1,2,0.5,monomial,exponent=15,6,subset_interpolation
41,4,2,0.5,d-1,2,0.5,monomial,exponent=18,6,subset_interpolation
41,4,2,0.5,d-1,2,0.5,binomial,a=0;b=2;lambda=1,6,subset_interpolation
41,4,2,0.5,d-1,2,0.5,binomial,a=0;b=2;lambda=2,6,subset_interpolation
41,4,2,0.5,d-1,2,0.5,binomial,a=0;b=2;lambda=3,6,subset_interpolation
41,4,2,0.5,d-1,2,0.5,binomial,a=0;b=2;lambda=4,6,subset_interpolation
41,4,2,0.5,d-1,2,0.5,binomial,a=0;b=3;lambda=1,6,subset_interpolation
41,5,1,0.2,johnson,2,0.4,monomial,exponent=0,1,subset_interpolation
41,5,1,0.2,johnson,2,0.4,monomial,exponent=10,1,subset_interpolation
41,5,1,0.2,johnson,2,0.4,monomial,exponent=15,1,subset_interpolation
41,5,1,0.2,johnson,2,0.4,monomial,exponent=20,1,subset_interpolation
41,5,1,0.2,johnson,2,0.4,monomial,exponent=25,1,subset_interpolation
41,5,1,0.2,johnson,2,0.4,binomial,a=0;b=5;lambda=1,1,subset_interpolation
41,5,1,0.2,johnson,2,0.4,binomial,a=0;b=5;lambda=2,1,subset_interpolation
41,5,1,0.2,johnson,2,0.4,binomial,a=0;b=5;lambda=3,1,subset_interpolation
41,5,1,0.2,johnson,2,0.4,binomial,a=0;b=5;lambda=4,1,subset_interpolation
41,5,1,0.2,johnson,2,0.4,binomial,a=0;b=1;lambda=1,0,subset_interpolation
41,5,1,0.2,capacity,4,0.8,monomial,exponent=1,5,subset_interpolation
41,5,1,0.2,capacity,4,0.8,monomial,exponent=11,5,subset_interpolation
41,5,1,0.2,capacity,4,0.8,monomial,exponent=12,5,subset_interpolation
41,5,1,0.2,capacity,4,0.8,monomial,exponent=13,5,subset_interpolation
41,5,1,0.2,capacity,4,0.8,monomial,exponent=14,5,subset_interpolation
41,5,1,0.2,capacity,4,0.8,binomial,a=0;b=1;lambda=1,5,subset_interpolation
41,5,1,0.2,capacity,4,0.8,binomial,a=0;b=1;lambda=2,5,subset_interpolation
41,5,1,0.2,capacity,4,0.8,binomial,a=0;b=1;lambda=3,5,subset_interpolation
41,5,1,0.2,capacity,4,0.8,binomial,a=0;b=1;lambda=4,5,subset_interpolation
41,5,1,0.2,capacity,4,0.8,binomial,a=0;b=2;lambda=1,5,subset_interpolation
41,5,1,0.2,d-1,4,0.8,monomial,exponent=1,5,subset_interpolation
41,5,1,0.2,d-1,4,0.8,monomial,exponent=11,5,subset_interpolation
41,5,1,0.2,d-1,4,0.8,monomial,exponent=12,5,subset_interpolation
41,5,1,0.2,d-1,4,0.8,monomial,exponent=13,5,subset_interpolation
41,5,1,0.2,d-1,4,0.8,monomial,exponent=14,5,subset_interpolation
41,5,1,0.2,d-1,4,0.8,binomial,a=0;b=1;lambda=1,5,subset_interpolation
41,5,1,0.2,d-1,4,0.8,binomial,a=0;b=1;lambda=2,5,subset_interpolation
41,5,1,0.2,d-1,4,0.8,binomial,a=0;b=1;lambda=3,5,subset_interpolation
41,5,1,0.2,d-1,4,0.8,binomial,a=0;b=1;lambda=4,5,subset_interpolation
41,5,1,0.2,d-1,4,0.8,binomial,a=0;b=2;lambda=1,5,subset_interpolation
41,5,2,0.4,johnson,1,0.2,monomial,exponent=0,1,subset_interpolation
41,5,2,0.4,johnson,1,0.2,monomial,exponent=1,1,subset_interpolation
41,5,2,0.4,johnson,1,0.2,monomial,exponent=10,1,subset_interpolation
41,5,2,0.4,johnson,1,0.2,monomial,exponent=11,1,subset_interpolation
41,5,2,0.4,johnson,1,0.2,monomial,exponent=15,1,subset_interpolation
41,5,2,0.4,johnson,1,0.2,binomial,a=0;b=1;lambda=1,1,subset_interpolation
41,5,2,0.4,johnson,1,0.2,binomial,a=0;b=1;lambda=2,1,subset_interpolation
41,5,2,0.4,johnson,1,0.2,binomial,a=0;b=1;lambda=3,1,subset_interpolation
41,5,2,0.4,johnson,1,0.2,binomial,a=0;b=1;lambda=4,1,subset_interpolation
41,5,2,0.4,johnson,1,0.2,binomial,a=0;b=5;lambda=1,1,subset_interpolation
41,5,2,0.4,capacity,3,0.6,monomial,exponent=12,10,subset_interpolation
41,5,2,0.4,capacity,3,0.6,monomial,exponent=13,10,subset_interpolation
41,5,2,0.4,capacity,3,0.6,monomial,exponent=14,10,subset_interpolation
41,5,2,0.4,capacity,3,0.6,monomial,exponent=17,10,subset_interpolation
41,5,2,0.4,capacity,3,0.6,monomial,exponent=18,10,subset_interpolation
41,5,2,0.4,capacity,3,0.6,binomial,a=0;b=2;lambda=1,10,subset_interpolation
41,5,2,0.4,capacity,3,0.6,binomial,a=0;b=2;lambda=2,10,subset_interpolation
41,5,2,0.4,capacity,3,0.6,binomial,a=0;b=2;lambda=3,10,subset_interpolation
41,5,2,0.4,capacity,3,0.6,binomial,a=0;b=2;lambda=4,10,subset_interpolation
41,5,2,0.4,capacity,3,0.6,binomial,a=0;b=3;lambda=1,10,subset_interpolation
41,5,2,0.4,d-1,3,0.6,monomial,exponent=12,10,subset_interpolation
41,5,2,0.4,d-1,3,0.6,monomial,exponent=13,10,subset_interpolation
41,5,2,0.4,d-1,3,0.6,monomial,exponent=14,10,subset_interpolation
41,5,2,0.4,d-1,3,0.6,monomial,exponent=17,10,subset_interpolation
41,5,2,0.4,d-1,3,0.6,monomial,exponent=18,10,subset_interpolation
41,5,2,0.4,d-1,3,0.6,binomial,a=0;b=2;lambda=1,10,subset_interpolation
41,5,2,0.4,d-1,3,0.6,binomial,a=0;b=2;lambda=2,10,subset_interpolation
41,5,2,0.4,d-1,3,0.6,binomial,a=0;b=2;lambda=3,10,subset_interpolation
41,5,2,0.4,d-1,3,0.6,binomial,a=0;b=2;lambda=4,10,subset_interpolation
41,5,2,0.4,d-1,3,0.6,binomial,a=0;b=3;lambda=1,10,subset_interpolation
41,8,2,0.25,johnson,4,0.5,monomial,exponent=12,2,subset_interpolation
41,8,2,0.25,johnson,4,0.5,monomial,exponent=13,2,subset_interpolation
41,8,2,0.25,johnson,4,0.5,monomial,exponent=20,2,subset_interpolation
41,8,2,0.25,johnson,4,0.5,monomial,exponent=21,2,subset_interpolation
41,8,2,0.25,johnson,4,0.5,monomial,exponent=28,2,subset_interpolation
41,8,2,0.25,johnson,4,0.5,binomial,a=0;b=4;lambda=1,2,subset_interpolation
41,8,2,0.25,johnson,4,0.5,binomial,a=0;b=4;lambda=2,2,subset_interpolation
41,8,2,0.25,johnson,4,0.5,binomial,a=0;b=4;lambda=3,2,subset_interpolation
41,8,2,0.25,johnson,4,0.5,binomial,a=0;b=4;lambda=4,2,subset_interpolation
41,8,2,0.25,johnson,4,0.5,binomial,a=0;b=5;lambda=1,2,subset_interpolation
41,8,2,0.25,capacity,5,0.625,monomial,exponent=12,2,subset_interpolation
41,8,2,0.25,capacity,5,0.625,monomial,exponent=13,2,subset_interpolation
41,8,2,0.25,capacity,5,0.625,monomial,exponent=20,2,subset_interpolation
41,8,2,0.25,capacity,5,0.625,monomial,exponent=21,2,subset_interpolation
41,8,2,0.25,capacity,5,0.625,monomial,exponent=28,2,subset_interpolation
41,8,2,0.25,capacity,5,0.625,binomial,a=2;b=3;lambda=1,3,subset_interpolation
41,8,2,0.25,capacity,5,0.625,binomial,a=2;b=3;lambda=3,3,subset_interpolation
41,8,2,0.25,capacity,5,0.625,binomial,a=0;b=4;lambda=1,2,subset_interpolation
41,8,2,0.25,capacity,5,0.625,binomial,a=0;b=4;lambda=2,2,subset_interpolation
41,8,2,0.25,capacity,5,0.625,binomial,a=0;b=4;lambda=3,2,subset_interpolation
41,8,2,0.25,d-1,6,0.75,monomial,exponent=10,28,subset_interpolation
41,8,2,0.25,d-1,6,0.75,monomial,exponent=11,28,subset_interpolation
41,8,2,0.25,d-1,6,0.75,monomial,exponent=14,28,subset_interpolation
41,8,2,0.25,d-1,6,0.75,monomial,exponent=15,28,subset_interpolation
41,8,2,0.25,d-1,6,0.75,monomial,exponent=18,28,subset_interpolation
41,8,2,0.25,d-1,6,0.75,binomial,a=0;b=2;lambda=1,28,subset_interpolation
41,8,2,0.25,d-1,6,0.75,binomial,a=0;b=2;lambda=2,28,subset_interpolation
41,8,2,0.25,d-1,6,0.75,binomial,a=0;b=2;lambda=3,28,subset_interpolation
41,8,2,0.25,d-1,6,0.75,binomial,a=0;b=2;lambda=4,28,subset_interpolation
41,8,2,0.25,d-1,6,0.75,binomial,a=0;b=3;lambda=1,28,subset_interpolation
41,8,4,0.5,johnson,2,0.25,monomial,exponent=0,1,subset_interpolation
41,8,4,0.5,johnson,2,0.25,monomial,exponent=1,1,subset_interpolation
41,8,4,0.5,johnson,2,0.25,monomial,exponent=10,1,subset_interpolation
41,8,4,0.5,johnson,2,0.25,monomial,exponent=11,1,subset_interpolation
41,8,4,0.5,johnson,2,0.25,monomial,exponent=16,1,subset_interpolation
41,8,4,0.5,johnson,2,0.25,binomial,a=0;b=1;lambda=1,1,subset_interpolation
41,8,4,0.5,johnson,2,0.25,binomial,a=0;b=1;lambda=2,1,subset_interpolation
41,8,4,0.5,johnson,2,0.25,binomial,a=0;b=1;lambda=3,1,subset_interpolation
41,8,4,0.5,johnson,2,0.25,binomial,a=0;b=1;lambda=4,1,subset_interpolation
41,8,4,0.5,johnson,2,0.25,binomial,a=0;b=2;lambda=1,1,subset_interpolation
41,8,4,0.5,capacity,3,0.375,monomial,exponent=0,1,subset_interpolation
41,8,4,0.5,capacity,3,0.375,monomial,exponent=1,1,subset_interpolation
41,8,4,0.5,capacity,3,0.375,monomial,exponent=10,1,subset_interpolation
41,8,4,0.5,capacity,3,0.375,monomial,exponent=11,1,subset_interpolation
41,8,4,0.5,capacity,3,0.375,monomial,exponent=16,1,subset_interpolation
41,8,4,0.5,capacity,3,0.375,binomial,a=4;b=5;lambda=1,3,subset_interpolation
41,8,4,0.5,capacity,3,0.375,binomial,a=4;b=5;lambda=3,3,subset_interpolation
41,8,4,0.5,capacity,3,0.375,binomial,a=0;b=1;lambda=1,1,subset_interpolation
41,8,4,0.5,capacity,3,0.375,binomial,a=0;b=1;lambda=2,1,subset_interpolation
41,8,4,0.5,capacity,3,0.375,binomial,a=0;b=1;lambda=3,1,subset_interpolation
41,8,4,0.5,d-1,4,0.5,monomial,exponent=12,70,subset_interpolation
41,8,4,0.5,d-1,4,0.5,monomial,exponent=13,70,subset_interpolation
41,8,4,0.5,d-1,4,0.5,monomial,exponent=14,70,subset_interpolation
41,8,4,0.5,d-1,4,0.5,monomial,exponent=15,70,subset_interpolation
41,8,4,0.5,d-1,4,0.5,monomial,exponent=20,70,subset_interpolation
41,8,4,0.5,d-1,4,0.5,binomial,a=0;b=4;lambda=1,70,subset_interpolation
41,8,4,0.5,d-1,4,0.5,binomial,a=0;b=4;lambda=2,70,subset_interpolation
41,8,4,0.5,d-1,4,0.5,binomial,a=0;b=4;lambda=3,70,subset_interpolation
41,8,4,0.5,d-1,4,0.5,binomial,a=0;b=4;lambda=4,70,subset_interpolation
41,8,4,0.5,d-1,4,0.5,binomial,a=0;b=5;lambda=1,70,subset_interpolation
41,10,2,0.2,johnson,5,0.5,monomial,exponent=15,2,subset_interpolation
41,10,2,0.2,johnson,5,0.5,monomial,exponent=16,2,subset_interpolation
41,10,2,0.2,johnson,5,0.5,monomial,exponent=25,2,subset_interpolation
41,10,2,0.2,johnson,5,0.5,monomial,exponent=26,2,subset_interpolation
41,10,2,0.2,johnson,5,0.5,monomial,exponent=35,2,subset_interpolation
41,10,2,0.2,johnson,5,0.5,binomial,a=0;b=5;lambda=1,2,subset_interpolation
41,10,2,0.2,johnson,5,0.5,binomial,a=0;b=5;lambda=2,2,subset_interpolation
41,10,2,0.2,johnson,5,0.5,binomial,a=0;b=5;lambda=3,2,subset_interpolation
41,10,2,0.2,johnson,5,0.5,binomial,a=0;b=5;lambda=4,2,subset_interpolation
41,10,2,0.2,johnson,5,0.5,binomial,a=1;b=5;lambda=1,2,subset_interpolation
41,10,2,0.2,capacity,7,0.7,monomial,exponent=15,2,subset_interpolation
41,10,2,0.2,capacity,7,0.7,monomial,exponent=16,2,subset_interpolation
41,10,2,0.2,capacity,7,0.7,monomial,exponent=25,2,subset_interpolation
41,10,2,0.2,capacity,7,0.7,monomial,exponent=26,2,subset_interpolation
41,10,2,0.2,capacity,7,0.7,monomial,exponent=35,2,subset_interpolation
41,10,2,0.2,capacity,7,0.7,binomial,a=4;b=5;lambda=1,6,subset_interpolation
41,10,2,0.2,capacity,7,0.7,binomial,a=4;b=5;lambda=4,6,subset_interpolation
41,10,2,0.2,capacity,7,0.7,binomial,a=2;b=3;lambda=1,5,subset_interpolation
41,10,2,0.2,capacity,7,0.7,binomial,a=2;b=3;lambda=4,5,subset_interpolation
41,10,2,0.2,capacity,7,0.7,binomial,a=2;b=4;lambda=4,4,subset_interpolation
41,10,2,0.2,d-1,8,0.8,monomial,exponent=12,45,subset_interpolation
41,10,2,0.2,d-1,8,0.8,monomial,exponent=13,45,subset_interpolation
41,10,2,0.2,d-1,8,0.8,monomial,exponent=14,45,subset_interpolation
41,10,2,0.2,d-1,8,0.8,monomial,exponent=17,45,subset_interpolation
41,10,2,0.2,d-1,8,0.8,monomial,exponent=18,45,subset_interpolation
41,10,2,0.2,d-1,8,0.8,binomial,a=0;b=2;lambda=1,45,subset_interpolation
41,10,2,0.2,d-1,8,0.8,binomial,a=0;b=2;lambda=2,45,subset_interpolation
41,10,2,0.2,d-1,8,0.8,binomial,a=0;b=2;lambda=3,45,subset_interpolation
41,10,2,0.2,d-1,8,0.8,binomial,a=0;b=2;lambda=4,45,subset_interpolation
41,10,2,0.2,d-1,8,0.8,binomial,a=0;b=3;lambda=1,45,subset_interpolation
41,10,5,0.5,johnson,2,0.2,monomial,exponent=0,1,subset_interpolation
41,10,5,0.5,johnson,2,0.2,monomial,exponent=1,1,subset_interpolation
41,10,5,0.5,johnson,2,0.2,monomial,exponent=10,1,subset_interpolation
41,10,5,0.5,johnson,2,0.2,monomial,exponent=11,1,subset_interpolation
41,10,5,0.5,johnson,2,0.2,monomial,exponent=12,1,subset_interpolation
41,10,5,0.5,johnson,2,0.2,binomial,a=0;b=1;lambda=1,1,subset_interpolation
41,10,5,0.5,johnson,2,0.2,binomial,a=0;b=1;lambda=2,1,subset_interpolation
41,10,5,0.5,johnson,2,0.2,binomial,a=0;b=1;lambda=3,1,subset_interpolation
41,10,5,0.5,johnson,2,0.2,binomial,a=0;b=1;lambda=4,1,subset_interpolation
41,10,5,0.5,johnson,2,0.2,binomial,a=0;b=2;lambda=1,1,subset_interpolation
41,10,5,0.5,capacity,4,0.4,monomial,exponent=17,20,subset_interpolation
41,10,5,0.5,capacity,4,0.4,monomial,exponent=27,20,subset_interpolation
41,10,5,0.5,capacity,4,0.4,monomial,exponent=37,20,subset_interpolation
41,10,5,0.5,capacity,4,0.4,monomial,exponent=7,20,subset_interpolation
41,10,5,0.5,capacity,4,0.4,monomial,exponent=16,10,subset_interpolation
41,10,5,0.5,capacity,4,0.4,binomial,a=0;b=1;lambda=1,1,subset_interpolation
41,10,5,0.5,capacity,4,0.4,binomial,a=0;b=1;lambda=2,1,subset_interpolation
41,10,5,0.5,capacity,4,0.4,binomial,a=0;b=1;lambda=3,1,subset_interpolation
41,10,5,0.5,capacity,4,0.4,binomial,a=0;b=1;lambda=4,1,subset_interpolation
41,10,5,0.5,capacity,4,0.4,binomial,a=0;b=2;lambda=1,1,subset_interpolation
41,10,5,0.5,d-1,5,0.5,monomial,exponent=15,252,subset_interpolation
41,10,5,0.5,d-1,5,0.5,monomial,exponent=19,252,subset_interpolation
41,10,5,0.5,d-1,5,0.5,monomial,exponent=25,252,subset_interpolation
41,10,5,0.5,d-1,5,0.5,monomial,exponent=29,252,subset_interpolation
41,10,5,0.5,d-1,5,0.5,monomial,exponent=35,252,subset_interpolation
41,10,5,0.5,d-1,5,0.5,binomial,a=0;b=5;lambda=1,252,subset_interpolation
41,10,5,0.5,d-1,5,0.5,binomial,a=0;b=5;lambda=2,252,subset_interpolation
41,10,5,0.5,d-1,5,0.5,binomial,a=0;b=5;lambda=3,252,subset_interpolation
41,10,5,0.5,d-1,5,0.5,binomial,a=0;b=5;lambda=4,252,subset_interpolation
41,10,5,0.5,d-1,5,0.5,binomial,a=1;b=5;lambda=1,252,subset_interpolation
